filename,pageNum
/Users/jillnaiman/tmpADSDownloads/pdfs/1983ApJ___268__129V.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1965ApJ___141__395V.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJ___318L__73G.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJ___223__884S.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1981ApJ___248__119H.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1961ApJ___133_1043L.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___448__788N.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___311__526H.pdf,31
/Users/jillnaiman/tmpADSDownloads/pdfs/1982ApJ___261__473T.pdf,13
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJS___72__231M.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1990AJ_____99_1243T.pdf,40
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___453__308F.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___429__225W.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1980ApJ___239__137B.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJS__107__215M.pdf,24
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJS___75__835L.pdf,18
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___338__983R.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____111_1286C.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___283__745P.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJS___68___91R.pdf,30
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___463__105O.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1989AJ_____97__801O.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1941ApJ____94__291S.pdf,17
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___327__964S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJS___72___75O.pdf,58
/Users/jillnaiman/tmpADSDownloads/pdfs/1987AJ_____94_1126C.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1992AJ____104_1430S.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112_1839S.pdf,26
/Users/jillnaiman/tmpADSDownloads/pdfs/1978AJ_____83__139K.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJ___221__449T.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____113_1678B.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___284__141M.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1975ApJ___197L___1D.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1970ApJS___19__281B.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____111__930Y.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1978AJ_____83__167C.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1965ApJ___141___43A.pdf,28
/Users/jillnaiman/tmpADSDownloads/pdfs/1986AJ_____91__507B.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1966ApJ___145__333G.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJ___224L_103S.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1927ApJ____66__347R.pdf,52
/Users/jillnaiman/tmpADSDownloads/pdfs/1909ApJ____30__322S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1987AJ_____94__372A.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___407__657C.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJS___70__173S.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1994AJ____107_1793H.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1915ApJ____41__373K.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1968ApJ___152__545W.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJS___88__477W.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___340__362H.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1975AJ_____80__887C.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1979ApJ___231__673S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1953ApJ___117__407B.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___330___51B.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1979ApJ___227L_103M.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___468__784F.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1987AJ_____94__948B.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1973ApJ___185__739B.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___392__582B.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___287__116K.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___463__498S.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___367L___1K.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___426L__19M.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJS___73__401L.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1982ApJ___255___87B.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1907ApJ____25__218B.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1991AJ____102_1663C.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1973ApJS___26__115S.pdf,17
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJS___86__133R.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1975ApJ___198L___3A.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJ___312__612M.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1986AJ_____91__293F.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___325__372I.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1937ApJ____85___49G.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___304__443Y.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1966ApJS___14____1A.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____114_1834C.pdf,20
/Users/jillnaiman/tmpADSDownloads/pdfs/1976ApJS___32__217S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112_1397V.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1974ApJ___192____1V.pdf,16
/Users/jillnaiman/tmpADSDownloads/pdfs/1975ApJ___202___30B.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___466__537S.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJS___66__297P.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___332__364M.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1946ApJ___104__290M.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJS___87__135O.pdf,45
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___325___49L.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJS___75__999B.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___471__871A.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___284__161J.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___338__770S.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1910ApJ____32__125S.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___473L_115S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1909ApJ____30___75M.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___423__320H.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJS___72__291S.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1965ApJ___142_1364M.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJS___68__715K.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1980ApJ___242__987F.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1995AJ____109_1002M.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1978ApJ___220__490M.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1981ApJ___250__103D.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1976ApJ___203L__75L.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1977ApJ___211L___9C.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1986AJ_____91___65J.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___430__568H.pdf,18
/Users/jillnaiman/tmpADSDownloads/pdfs/1988AJ_____96__997K.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1941ApJ____93__509A.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJS___80__479T.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1906ApJ____23__312J.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____113_1379G.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___417__655T.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1983ApJ___266L___5F.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___386___52M.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1981ApJ___250__142W.pdf,13
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJ___314__187H.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___418___82M.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJS__102__289Y.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJS__100__125S.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1980ApJ___235__681P.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___362L___5R.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1977ApJ___214__898S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___433__199L.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1980ApJ___240__585M.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1943ApJ____98___98S.pdf,13
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___457__440W.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____114_1427M.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1995AJ____110__788G.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1973ApJS___26__115S.pdf,13
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJS___63__809S.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___405__584Y.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1983ApJ___273___24C.pdf,18
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___447__721P.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1976ApJ___207L_185M.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1988AJ_____95__677H.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___304___96D.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1989AJ_____98_1265H.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____114__511R.pdf,35
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___457__598M.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___349L__51R.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1904ApJ____19__190B.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___358__418R.pdf,17
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___459L__99A.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___427__914M.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___455___60L.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____114__913N.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___454L__85C.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___394L__65B.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____113_1179H.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___284__856M.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___279__685A.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1987AJ_____94__958B.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___343___94S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___458__194M.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1990AJ_____99_1789B.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___370__282C.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJS___68___91R.pdf,20
/Users/jillnaiman/tmpADSDownloads/pdfs/1983ApJ___272__411G.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJS___72__715T.pdf,42
/Users/jillnaiman/tmpADSDownloads/pdfs/1937ApJ____86__529C.pdf,27
/Users/jillnaiman/tmpADSDownloads/pdfs/1913ApJ____37__225J.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___307__275D.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___337___34Z.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1978AJ_____83__845S.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___427__656M.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___330__254D.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1967ApJ___148L_115B.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1981ApJ___248___47F.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___426__553C.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1971ApJ___168__321C.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJ___320__266M.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1986AJ_____91__507B.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1961ApJS____6__235H.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___343__785J.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1986AJ_____91__870W.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1895ApJ_____1__162H.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1964ApJ___140__235K.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___278L_123S.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1979AJ_____84__284D.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1952ApJ___116__541W.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1995AJ____109_2401W.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1954ApJ___119__625B.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1941ApJ____93__397A.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112_2828M.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1911ApJ____34__173I.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___453L__65D.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1979ApJ___227__714K.pdf,15
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___352____1G.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___460__744H.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1993AJ____105__250G.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1974ApJ___191___63S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1980AJ_____85__235M.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1909ApJ____29__177B.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1985AJ_____90_1529B.pdf,16
/Users/jillnaiman/tmpADSDownloads/pdfs/1983ApJ___274__541W.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1985AJ_____90_1992S.pdf,62
/Users/jillnaiman/tmpADSDownloads/pdfs/1987ApJS___63__265W.pdf,18
/Users/jillnaiman/tmpADSDownloads/pdfs/1970AJ_____75__858H.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___302__306K.pdf,34
/Users/jillnaiman/tmpADSDownloads/pdfs/1992AJ____103_1662H.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1939ApJ____89__553M.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____113__264S.pdf,15
/Users/jillnaiman/tmpADSDownloads/pdfs/1985ApJ___291__344A.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____114_1313C.pdf,22
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___309___39M.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1980ApJ___236__808I.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1988AJ_____95___37C.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1896ApJ_____3__281P.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJS__107__693S.pdf,46
/Users/jillnaiman/tmpADSDownloads/pdfs/1991AJ____101_1466D.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1974ApJS___28__391L.pdf,71
/Users/jillnaiman/tmpADSDownloads/pdfs/1978AJ_____83___20H.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1974ApJS___28__391L.pdf,59
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112_1141H.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1967ApJ___149__487C.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1979AJ_____84___62F.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1981AJ_____86_1567M.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___449__119H.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1983ApJ___274L__27B.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1931ApJ____74__188M.pdf,13
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___411__778B.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1965ApJ___142_1274G.pdf,7
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___368__504J.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___471__903N.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___464__141B.pdf,13
/Users/jillnaiman/tmpADSDownloads/pdfs/1945ApJ___101__275N.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1897ApJ_____5__254H.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___456__708M.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1969AJ_____74_1125B.pdf,15
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJS___66__391O.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___368___66W.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112__201P.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1982ApJ___258___22P.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1904ApJ____20__237J.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1982ApJ___256__103I.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___373____8H.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1984AJ_____89__919S.pdf,17
/Users/jillnaiman/tmpADSDownloads/pdfs/1995AJ____109__164K.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1984AJ_____89__365B.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1959ApJ___129__414Z.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1991AJ____101__848C.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJS__104__101S.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1981ApJ___251__126B.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___428__511S.pdf,13
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___339___84M.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___457__616H.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____114_1393J.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1992AJ____103__800B.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___362__566H.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1945ApJ___102__309B.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___300__132K.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___415__847T.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJS___90__909S.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___432__518T.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___439__145R.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1921ApJ____53__380S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1971ApJ___169__405W.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1979ApJ___234_1122K.pdf,20
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___300__209S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___377__365K.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___465__717L.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___439__176W.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___425__326S.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___372__351B.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___455__125W.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1982ApJ___257___33S.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1994ApJ___426__249O.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1961ApJ___134__275D.pdf,24
/Users/jillnaiman/tmpADSDownloads/pdfs/1987AJ_____93_1350K.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1983ApJ___274__541W.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1991AJ____102__927A.pdf,25
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___303__171H.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____114_2276K.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___390__679D.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112__201P.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___444L__49G.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1989AJ_____98__806G.pdf,20
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___362__480H.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___343___26M.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1991ApJ___368__474A.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___402__311K.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1969AJ_____74_1125B.pdf,14
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___453__100E.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1996AJ____112_2086E.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1986AJ_____92__203B.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1988ApJ___325__189R.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJ___285L__75S.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1995ApJ___442__674S.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1994AJ____108___90M.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1975ApJ___201L_125L.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1959ApJ___130__393G.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1965ApJ___142_1274G.pdf,6
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___350__578B.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1984ApJS___54__271C.pdf,16
/Users/jillnaiman/tmpADSDownloads/pdfs/1986AJ_____91__204J.pdf,23
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___351__176B.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___471__903N.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1997AJ____113_1815C.pdf,9
/Users/jillnaiman/tmpADSDownloads/pdfs/1993ApJ___417__404C.pdf,13
/Users/jillnaiman/tmpADSDownloads/pdfs/1990AJ____100_1091P.pdf,19
/Users/jillnaiman/tmpADSDownloads/pdfs/1981AJ_____86__206V.pdf,1
/Users/jillnaiman/tmpADSDownloads/pdfs/1974ApJS___28__391L.pdf,58
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___464__724K.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1939ApJ____89__333S.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___309___39M.pdf,3
/Users/jillnaiman/tmpADSDownloads/pdfs/1996ApJ___464L_169M.pdf,4
/Users/jillnaiman/tmpADSDownloads/pdfs/1980ApJ___237____9M.pdf,8
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___391L__81S.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1961AJ_____66__107M.pdf,0
/Users/jillnaiman/tmpADSDownloads/pdfs/1992AJ____103__436B.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1993AJ____105_1196H.pdf,11
/Users/jillnaiman/tmpADSDownloads/pdfs/1989ApJ___336__475T.pdf,10
/Users/jillnaiman/tmpADSDownloads/pdfs/1986ApJ___306L_101W.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1953ApJ___117__269G.pdf,2
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___386__485T.pdf,12
/Users/jillnaiman/tmpADSDownloads/pdfs/1990ApJ___349L__63C.pdf,5
/Users/jillnaiman/tmpADSDownloads/pdfs/1992ApJ___392__458C.pdf,3
